YEAR,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,DATE_REPORTED,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,cluster,cluster_title,index_right,name,lat,lon,tempmax,tempmin,temp,precip,precipcover,cloudcover,humidity,windspeed,visibility,snow,conditions,DATE_INCIDENT_BEGAN,nearest_station,stations_in_radius,stations_in_radius_dist_m,x,y,x_snap,y_snap,centroid_id,nearest_tree_dist_m,trees_within_10m,trees_within_25m,trees_within_50m,nearest_tree_dist_ft
2024,500 N TRYON ST,28208,35.23,-80.84,Central,476,2024-08-27,Outdoors,Retail,Auto Parts/Service Center,All Other Thefts,1,Property Theft and Vandalism,0,9th Street,35.2297,-80.835,91.8,66.3,79.1,0.0,0.0,4.8,64.3,7.8,9.0,0.0,Clear,,,,,,,,,,,,,,
2022,2100 SOUTH BV,28208,35.21,-80.86,Central,3,2022-11-02,Indoors,Residential,Private Residence,Identity Theft,1,Property Theft and Vandalism,7,East/West,35.21194,-80.85917,70.1,54.0,61.1,0.001,4.17,77.9,74.5,10.6,9.9,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2019,300 E TRADE ST,28208,35.23,-80.84,Central,476,2019-10-01,Other,Commercial Place,Bus - CATS Bus/Vehicle,All Other Thefts,1,Property Theft and Vandalism,1,7th Street,35.22722,-80.83806,90.1,72.0,81.0,0.0,0.0,49.9,69.5,8.2,7.1,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,300 E TRADE ST,28208,35.23,-80.84,Central,476,2019-10-01,Other,Commercial Place,Bus - CATS Bus/Vehicle,All Other Thefts,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,90.1,72.0,81.0,0.0,0.0,49.9,69.5,8.2,7.1,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,300 E TRADE ST,28208,35.23,-80.84,Central,476,2019-10-01,Other,Commercial Place,Bus - CATS Bus/Vehicle,All Other Thefts,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,90.1,72.0,81.0,0.0,0.0,49.9,69.5,8.2,7.1,0.0,Partially cloudy,,,,,,,,,,,,,,
2022,100 N TRYON ST,28208,35.23,-80.84,Central,476,2022-04-25,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",2,CTC/Arena,35.225,-80.84139,82.7,59.7,70.9,0.0,0.0,14.1,64.6,12.6,9.9,0.0,Clear,,,,,,,,,,,,,,
2022,100 N TRYON ST,28208,35.23,-80.84,Central,476,2022-04-25,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",3,3rd St/Convention,35.22361,-80.84306,82.7,59.7,70.9,0.0,0.0,14.1,64.6,12.6,9.9,0.0,Clear,,,,,,,,,,,,,,
2022,200 W MARTIN LUTHER KING JR BV,28208,35.23,-80.85,Central,476,2022-10-14,Indoors,Retail,Convenience Store,Shoplifting,7,"""Fraud and Theft Crimes""",3,3rd St/Convention,35.22361,-80.84306,71.0,45.8,59.9,0.0,0.0,2.0,55.5,6.2,9.9,0.0,Clear,,,,,,,,,,,,,,
2017,200 S TRYON ST,28208,35.23,-80.84,Central,476,2017-09-28,Indoors,Commercial Place,Financial Institution,False Pretenses/Swindle,0,Fraudulent Financial Crimes,2,CTC/Arena,35.225,-80.84139,92.0,68.2,79.9,0.0,0.0,20.2,61.2,11.9,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,200 S TRYON ST,28208,35.23,-80.84,Central,476,2017-09-28,Indoors,Commercial Place,Financial Institution,False Pretenses/Swindle,0,Fraudulent Financial Crimes,3,3rd St/Convention,35.22361,-80.84306,92.0,68.2,79.9,0.0,0.0,20.2,61.2,11.9,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2018,200 E 3RD ST,28208,35.22,-80.84,Huntersville,462,2018-02-27,Outdoors,Open Area,Street/Highway,Driving Under The Influence,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,61.9,36.4,49.4,0.0,0.0,10.8,60.2,9.6,9.9,0.0,Clear,,,,,,,,,,,,,,
2018,200 E 3RD ST,28208,35.22,-80.84,Huntersville,462,2018-02-27,Outdoors,Open Area,Street/Highway,Driving Under The Influence,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,61.9,36.4,49.4,0.0,0.0,10.8,60.2,9.6,9.9,0.0,Clear,,,,,,,,,,,,,,
2018,200 E 3RD ST,28208,35.22,-80.84,Huntersville,462,2018-02-27,Outdoors,Open Area,Street/Highway,Driving Under The Influence,1,Property Theft and Vandalism,4,Brooklyn Village,35.22139,-80.84694,61.9,36.4,49.4,0.0,0.0,10.8,60.2,9.6,9.9,0.0,Clear,,,,,,,,,,,,,,
2021,200 EAST BV,28208,35.21,-80.86,Central,3,2021-07-02,Indoors,Retail,Gas Station,Drug/Narcotic Violations,3,"""Regulatory and Nonviolent Offenses""",7,East/West,35.21194,-80.85917,82.7,72.9,76.2,0.265,29.17,87.8,78.5,17.0,9.0,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2020,500 E 7TH ST,28208,35.23,-80.84,Central,476,2020-03-19,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",0,9th Street,35.2297,-80.835,80.2,61.3,69.3,0.143,29.17,80.1,75.0,13.9,7.6,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2020,500 E 7TH ST,28208,35.23,-80.84,Central,476,2020-03-19,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",1,7th Street,35.22722,-80.83806,80.2,61.3,69.3,0.143,29.17,80.1,75.0,13.9,7.6,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2019,1700 CAMDEN RD,28208,35.21,-80.86,Central,388,2019-09-13,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,1,Property Theft and Vandalism,6,Bland,35.21583,-80.85528,92.0,74.6,80.0,0.187,12.5,53.0,72.7,11.3,7.7,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2019,1700 CAMDEN RD,28208,35.21,-80.86,Central,388,2019-09-13,Parking Deck,Open Area,Other - Open Area,Theft From Motor Vehicle,1,Property Theft and Vandalism,7,East/West,35.21194,-80.85917,92.0,74.6,80.0,0.187,12.5,53.0,72.7,11.3,7.7,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2024,300 W MARTIN LUTHER KING JR BV,28208,35.23,-80.85,Central,476,2024-11-19,Indoors,Residential,Apartment/Duplex Private Res,False Pretenses/Swindle,0,Fraudulent Financial Crimes,3,3rd St/Convention,35.22361,-80.84306,65.8,47.7,56.9,0.0,0.0,65.9,84.3,12.4,8.7,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,600 E BROOKLYN VILLAGE AV,28208,35.22,-80.84,Central,3,2025-04-11,Indoors,Residential,Apartment/Duplex Private Res,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",4,Brooklyn Village,35.22139,-80.84694,62.9,51.1,55.1,0.188,29.17,85.9,79.7,10.2,7.4,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2023,200 W TREMONT AV,28208,35.21,-80.86,Central,388,2023-10-01,Indoors,Commercial Place,Bar/Tavern/Nightclub,Disorderly Conduct,3,"""Regulatory and Nonviolent Offenses""",7,East/West,35.21194,-80.85917,82.0,60.8,71.2,0.0,0.0,31.5,65.9,9.5,9.7,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,100 N TRYON ST,28208,35.23,-80.84,Central,476,2019-03-07,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",2,CTC/Arena,35.225,-80.84139,53.0,31.9,42.8,0.0,0.0,64.1,33.5,9.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,100 N TRYON ST,28208,35.23,-80.84,Central,476,2019-03-07,Indoors,Commercial Place,Other - Commercial Place,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",3,3rd St/Convention,35.22361,-80.84306,53.0,31.9,42.8,0.0,0.0,64.1,33.5,9.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,1500 SOUTH BV,28208,35.21,-80.85,Central,3,2021-12-23,Indoors,Retail,Department Store,Shoplifting,7,"""Fraud and Theft Crimes""",6,Bland,35.21583,-80.85528,55.1,32.2,42.6,0.0,0.0,12.4,45.0,8.4,9.9,0.0,Clear,,,,,,,,,,,,,,
2019,1900 SOUTH BV,28208,35.21,-80.86,Central,3,2019-11-25,Parking Deck,Commercial Place,Restaurant/Diner/Coffee Shop,Theft From Motor Vehicle,1,Property Theft and Vandalism,7,East/West,35.21194,-80.85917,61.1,32.1,46.2,0.0,0.0,4.9,69.3,6.5,9.8,0.0,Clear,,,,,,,,,,,,,,
2018,200 E TRADE ST,28208,35.23,-80.84,Central,476,2018-06-05,Other,Commercial Place,Other - Commercial Place,Aggravated Assault,4,Sexual Violence Offenses,1,7th Street,35.22722,-80.83806,82.1,60.9,72.0,0.0,0.0,47.7,61.7,6.9,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2018,200 E TRADE ST,28208,35.23,-80.84,Central,476,2018-06-05,Other,Commercial Place,Other - Commercial Place,Aggravated Assault,4,Sexual Violence Offenses,2,CTC/Arena,35.225,-80.84139,82.1,60.9,72.0,0.0,0.0,47.7,61.7,6.9,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2018,200 E TRADE ST,28208,35.23,-80.84,Central,476,2018-06-05,Other,Commercial Place,Other - Commercial Place,Aggravated Assault,4,Sexual Violence Offenses,3,3rd St/Convention,35.22361,-80.84306,82.1,60.9,72.0,0.0,0.0,47.7,61.7,6.9,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,100 S CALDWELL ST,28208,35.22,-80.84,Central,476,2025-07-13,Outdoors,Open Area,Other - Open Area,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",1,7th Street,35.22722,-80.83806,95.7,73.6,83.7,0.0,0.0,52.3,64.3,12.7,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,100 S CALDWELL ST,28208,35.22,-80.84,Central,476,2025-07-13,Outdoors,Open Area,Other - Open Area,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",2,CTC/Arena,35.225,-80.84139,95.7,73.6,83.7,0.0,0.0,52.3,64.3,12.7,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,100 S CALDWELL ST,28208,35.22,-80.84,Central,476,2025-07-13,Outdoors,Open Area,Other - Open Area,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",3,3rd St/Convention,35.22361,-80.84306,95.7,73.6,83.7,0.0,0.0,52.3,64.3,12.7,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,600 E TRADE ST,28208,35.22,-80.84,Central,476,2021-12-09,Other,Open Area,Cyberspace,Pornography/Obscene Material,2,Sexual Offenses Against Privacy,1,7th Street,35.22722,-80.83806,46.7,30.0,40.4,0.0,0.0,67.1,72.7,8.8,8.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,600 E TRADE ST,28208,35.22,-80.84,Central,476,2021-12-09,Other,Open Area,Cyberspace,Pornography/Obscene Material,2,Sexual Offenses Against Privacy,2,CTC/Arena,35.225,-80.84139,46.7,30.0,40.4,0.0,0.0,67.1,72.7,8.8,8.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,200 E PARK AV,28208,35.21,-80.86,Providence,3,2025-07-27,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,1,Property Theft and Vandalism,6,Bland,35.21583,-80.85528,100.8,78.2,89.8,0.0,0.0,49.9,57.5,9.6,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,200 E PARK AV,28208,35.21,-80.86,Providence,3,2025-07-27,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,1,Property Theft and Vandalism,7,East/West,35.21194,-80.85917,100.8,78.2,89.8,0.0,0.0,49.9,57.5,9.6,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,300 N DAVIDSON ST,28208,35.22,-80.84,Central,476,2019-05-28,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,1,Property Theft and Vandalism,1,7th Street,35.22722,-80.83806,95.3,67.8,82.6,0.0,0.0,23.3,53.9,13.8,9.5,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,1400 S TRYON ST,28208,35.22,-80.86,Central,339,2017-10-15,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Motor Vehicle Theft,1,Property Theft and Vandalism,6,Bland,35.21583,-80.85528,82.0,60.9,69.9,0.0,0.0,48.2,85.7,12.3,7.7,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2017-02-08,Outdoors,Open Area,Street/Highway,Stolen Property Offenses,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,66.1,51.8,58.6,0.445,20.83,78.8,83.3,11.1,7.1,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2017,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2017-02-08,Outdoors,Open Area,Street/Highway,Stolen Property Offenses,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,66.1,51.8,58.6,0.445,20.83,78.8,83.3,11.1,7.1,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2017,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2017-02-08,Outdoors,Open Area,Street/Highway,Stolen Property Offenses,1,Property Theft and Vandalism,4,Brooklyn Village,35.22139,-80.84694,66.1,51.8,58.6,0.445,20.83,78.8,83.3,11.1,7.1,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2019,300 N COLLEGE ST,28208,35.23,-80.84,Central,476,2019-11-22,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",0,9th Street,35.2297,-80.835,64.2,48.5,56.6,0.0,0.0,69.0,64.7,11.8,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,300 N COLLEGE ST,28208,35.23,-80.84,Central,476,2019-11-22,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",1,7th Street,35.22722,-80.83806,64.2,48.5,56.6,0.0,0.0,69.0,64.7,11.8,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,300 N COLLEGE ST,28208,35.23,-80.84,Central,476,2019-11-22,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",2,CTC/Arena,35.225,-80.84139,64.2,48.5,56.6,0.0,0.0,69.0,64.7,11.8,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,700 N BREVARD ST,28208,35.23,-80.83,Central,476,2025-07-30,Outdoors,Open Area,Street/Highway,Driving Under The Influence,1,Property Theft and Vandalism,0,9th Street,35.2297,-80.835,92.6,75.4,83.5,0.0,0.0,65.9,72.6,10.4,9.4,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,600 E 7TH ST,28208,35.23,-80.83,Central,476,2017-02-28,Indoors,Residential,Apartment/Duplex Private Res,Missing Person,9,Non-Criminal Incident Reports,1,7th Street,35.22722,-80.83806,74.9,42.9,60.9,0.02,8.33,50.9,60.3,14.5,9.9,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2021,200 E BLAND ST,28208,35.22,-80.85,Central,3,2021-06-24,Indoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",6,Bland,35.21583,-80.85528,80.3,64.4,72.3,0.0,0.0,57.7,60.2,10.3,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,400 N TRYON ST,28208,35.23,-80.84,Central,476,2019-10-21,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,4,Sexual Violence Offenses,0,9th Street,35.2297,-80.835,74.1,57.1,66.1,0.0,0.0,61.6,76.4,9.4,9.6,0.0,Partially cloudy,,,,,,,,,,,,,,
2019,400 N TRYON ST,28208,35.23,-80.84,Central,476,2019-10-21,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Simple Assault,4,Sexual Violence Offenses,1,7th Street,35.22722,-80.83806,74.1,57.1,66.1,0.0,0.0,61.6,76.4,9.4,9.6,0.0,Partially cloudy,,,,,,,,,,,,,,
2018,100 EAST BV,28208,35.21,-80.86,Central,388,2018-12-16,Outdoors,Open Area,Street/Highway,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",6,Bland,35.21583,-80.85528,62.0,42.0,49.9,0.0,0.0,31.2,77.8,11.0,8.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2018,100 EAST BV,28208,35.21,-80.86,Central,388,2018-12-16,Outdoors,Open Area,Street/Highway,All Other Offenses,3,"""Regulatory and Nonviolent Offenses""",7,East/West,35.21194,-80.85917,62.0,42.0,49.9,0.0,0.0,31.2,77.8,11.0,8.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2025-07-03,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Damage/Vandalism Of Property,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,92.7,72.8,82.9,0.036,4.17,45.0,60.7,9.8,9.8,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2025,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2025-07-03,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Damage/Vandalism Of Property,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,92.7,72.8,82.9,0.036,4.17,45.0,60.7,9.8,9.8,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2025,400 S BREVARD ST,28208,35.22,-80.84,Central,476,2025-07-03,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Damage/Vandalism Of Property,1,Property Theft and Vandalism,4,Brooklyn Village,35.22139,-80.84694,92.7,72.8,82.9,0.036,4.17,45.0,60.7,9.8,9.8,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2024,200 E BLAND ST,28208,35.22,-80.85,Central,3,2024-04-28,Outdoors,Open Area,Other - Open Area,Aggravated Assault,4,Sexual Violence Offenses,6,Bland,35.21583,-80.85528,74.8,57.4,67.5,0.0,0.0,47.3,70.5,11.2,9.5,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,100 E TRADE ST,28208,35.23,-80.84,Central,476,2017-11-25,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,60.3,37.2,47.9,0.0,0.0,48.8,73.9,8.8,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,100 E TRADE ST,28208,35.23,-80.84,Central,476,2017-11-25,Parking Deck,Commercial Place,Hotel/Motel,Theft From Motor Vehicle,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,60.3,37.2,47.9,0.0,0.0,48.8,73.9,8.8,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2022,1300 S COLLEGE ST,28208,35.22,-80.85,Central,339,2022-06-13,Indoors,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,1,Property Theft and Vandalism,6,Bland,35.21583,-80.85528,96.7,73.4,85.3,0.0,0.0,32.0,62.6,6.5,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,500 E MARTIN LUTHER KING JR BV,28208,35.22,-80.84,Central,476,2021-08-14,Indoors,Commercial Place,Hotel/Motel,Forcible Rape,4,Sexual Violence Offenses,3,3rd St/Convention,35.22361,-80.84306,92.4,71.7,78.8,0.168,25.0,69.6,81.6,12.2,9.4,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2021,500 E MARTIN LUTHER KING JR BV,28208,35.22,-80.84,Central,476,2021-08-14,Indoors,Commercial Place,Hotel/Motel,Forcible Rape,4,Sexual Violence Offenses,4,Brooklyn Village,35.22139,-80.84694,92.4,71.7,78.8,0.168,25.0,69.6,81.6,12.2,9.4,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2022,300 W BLAND ST,28208,35.22,-80.86,Central,339,2022-05-02,Parking Lot,Commercial Place,Bar/Tavern/Nightclub,Theft From Motor Vehicle,1,Property Theft and Vandalism,6,Bland,35.21583,-80.85528,85.8,62.7,73.2,0.0,0.0,57.9,69.5,13.4,8.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2023,100 W TRADE ST,28208,35.23,-80.84,Central,476,2023-05-06,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,78.4,53.2,66.1,0.0,0.0,44.4,61.1,9.7,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2023,100 W TRADE ST,28208,35.23,-80.84,Central,476,2023-05-06,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,78.4,53.2,66.1,0.0,0.0,44.4,61.1,9.7,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2023,600 N CHURCH ST,28208,35.23,-80.84,Central,476,2023-09-01,Indoors,Residential,Apartment/Duplex Private Res,Intimidation,7,"""Fraud and Theft Crimes""",0,9th Street,35.2297,-80.835,81.8,61.0,72.3,0.0,0.0,22.4,61.9,10.0,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,1300 S TRYON ST,28208,35.22,-80.85,Central,339,2017-09-29,Outdoors,Open Area,Street/Highway,Robbery,7,"""Fraud and Theft Crimes""",6,Bland,35.21583,-80.85528,79.1,66.2,73.6,0.0,0.0,45.9,53.5,11.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2022,200 S COLLEGE ST,28208,35.23,-80.84,Central,476,2022-03-16,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,60.8,49.8,56.0,0.769,37.5,92.5,79.2,13.2,7.4,0.0,"Rain, Overcast",,,,,,,,,,,,,,
2022,200 S COLLEGE ST,28208,35.23,-80.84,Central,476,2022-03-16,Parking Deck,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,60.8,49.8,56.0,0.769,37.5,92.5,79.2,13.2,7.4,0.0,"Rain, Overcast",,,,,,,,,,,,,,
2020,1600 S TRYON ST,28208,35.22,-80.86,Metro,157,2020-04-08,Parking Lot,Retail,Convenience Store,Drug/Narcotic Violations,3,"""Regulatory and Nonviolent Offenses""",6,Bland,35.21583,-80.85528,84.2,58.9,72.1,0.064,12.5,42.9,58.3,10.8,9.9,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2020,1600 S TRYON ST,28208,35.22,-80.86,Metro,157,2020-04-08,Parking Lot,Retail,Convenience Store,Drug/Narcotic Violations,3,"""Regulatory and Nonviolent Offenses""",7,East/West,35.21194,-80.85917,84.2,58.9,72.1,0.064,12.5,42.9,58.3,10.8,9.9,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2024,200 W TREMONT AV,28208,35.21,-80.86,Central,388,2024-05-05,Parking Lot,Commercial Place,Other - Commercial Place,Motor Vehicle Theft,1,Property Theft and Vandalism,7,East/West,35.21194,-80.85917,80.0,65.0,70.8,0.399,41.67,84.6,80.7,9.1,8.0,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2017,200 E TRADE ST,28208,35.23,-80.84,Central,476,2017-12-12,Other,Commercial Place,Other - Commercial Place,Trespass Of Real Property,3,"""Regulatory and Nonviolent Offenses""",1,7th Street,35.22722,-80.83806,53.9,34.7,44.3,0.0,0.0,29.0,55.2,20.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,200 E TRADE ST,28208,35.23,-80.84,Central,476,2017-12-12,Other,Commercial Place,Other - Commercial Place,Trespass Of Real Property,3,"""Regulatory and Nonviolent Offenses""",2,CTC/Arena,35.225,-80.84139,53.9,34.7,44.3,0.0,0.0,29.0,55.2,20.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2017,200 E TRADE ST,28208,35.23,-80.84,Central,476,2017-12-12,Other,Commercial Place,Other - Commercial Place,Trespass Of Real Property,3,"""Regulatory and Nonviolent Offenses""",3,3rd St/Convention,35.22361,-80.84306,53.9,34.7,44.3,0.0,0.0,29.0,55.2,20.1,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2022,600 S CALDWELL ST,28208,35.22,-80.85,Central,476,2022-11-04,Indoors,Retail,Drug Store,Shoplifting,7,"""Fraud and Theft Crimes""",4,Brooklyn Village,35.22139,-80.84694,76.9,52.0,64.7,0.0,0.0,50.4,70.2,8.6,9.5,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,100 W 4TH ST,28208,35.23,-80.84,Central,476,2025-08-17,Parking Deck,Open Area,Street/Highway,Theft From Motor Vehicle,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,92.6,73.6,82.4,0.0,0.0,38.8,70.1,6.2,9.5,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,100 W 4TH ST,28208,35.23,-80.84,Central,476,2025-08-17,Parking Deck,Open Area,Street/Highway,Theft From Motor Vehicle,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,92.6,73.6,82.4,0.0,0.0,38.8,70.1,6.2,9.5,0.0,Partially cloudy,,,,,,,,,,,,,,
2025,1200 S TRYON ST,28208,35.22,-80.85,Central,339,2025-10-27,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,3,"""Regulatory and Nonviolent Offenses""",6,Bland,35.21583,-80.85528,52.9,49.9,51.1,0.959,75.0,57.7,86.4,16.1,6.7,0.0,"Rain, Partially cloudy",,,,,,,,,,,,,,
2023,300 S TRYON ST,28208,35.23,-80.85,Central,476,2023-11-16,Parking Deck,Open Area,Other - Open Area,Motor Vehicle Theft,1,Property Theft and Vandalism,2,CTC/Arena,35.225,-80.84139,70.2,47.7,58.1,0.0,0.0,74.6,53.0,6.8,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2023,300 S TRYON ST,28208,35.23,-80.85,Central,476,2023-11-16,Parking Deck,Open Area,Other - Open Area,Motor Vehicle Theft,1,Property Theft and Vandalism,3,3rd St/Convention,35.22361,-80.84306,70.2,47.7,58.1,0.0,0.0,74.6,53.0,6.8,9.9,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,100 N TRYON ST,28208,35.23,-80.84,Central,476,2021-04-14,Indoors,Commercial Place,Other - Commercial Place,False Pretenses/Swindle,0,Fraudulent Financial Crimes,2,CTC/Arena,35.225,-80.84139,82.7,51.8,67.5,0.0,0.0,48.7,61.3,13.6,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
2021,100 N TRYON ST,28208,35.23,-80.84,Central,476,2021-04-14,Indoors,Commercial Place,Other - Commercial Place,False Pretenses/Swindle,0,Fraudulent Financial Crimes,3,3rd St/Convention,35.22361,-80.84306,82.7,51.8,67.5,0.0,0.0,48.7,61.3,13.6,9.8,0.0,Partially cloudy,,,,,,,,,,,,,,
